,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
2050,"It’s the same thing, what’s the result of replying to the in-site letter after the account has been banned @小红书客服",15,0.0,0,0,17,0,0,0,0,0,0,0,16.489,"[0.5262327818078083, 0.16489019845371145]"
2051,I also got banned for no reason @小红书customer service will explain,14,0.0,0,0,15,0,0,0,0,0,1,0,17.1195,[0.17119467148197953]
2052,"Squatting for a friend: 19t If you want to squat with a sister, you need 19+. The more time you have on the h or t card, the bigger the wardrobe.",16,0.0,0,0,19,0,0,0,0,0,0,0,6.897,"[0.8182346568070684, 0.016189698647544715]"
2053,Squat down and play 1v1,5,0.0,0,0,5,0,0,0,0,0,0,0,90.7117,[0.907116717999225]
2054,"cpdd I like to share. I am a bit pure in love. I like to chat with my resident shota or garland. I can exchange love with you or use it as your own tree hole. I get jealous easily but not too much. I hate not replying to messages. I am stuck in 1v1. ! You were not very proactive at first, I hope you will be more lively! I want to be very sticky, possessive, non-cold and violent, and a little mean! Normally play Danzi and Guangyu",56,0.629473035009909,2,2,52,5,0,0,0,0,3,0,88.8349,"[0.9692357080709957, 0.7774396883173161, 0.7185547980072041, 0.2568513988453974, 0.4737672181921908, 0.07006002679284529, 0.21903596059960018, 0.13698111281322434, 0.6082676767547291, 0.913138382972034, 0.663367996170236, 0.5716628062771196, 0.6903050414223921]"
2055,"05 Female, dCP, male, relatively clingy, mainly to see if she can chat or not, permanent guest (occasionally she will switch to other places to play with), more flirtatious (very rare), the widowed one is going to die, come quickly, The ball is gone",29,-0.4849602121033636,0,1,30,0,0,0,0,0,0,0,43.7711,"[0.8943345714941392, 0.5, 0.3335571701218757, 0.38603638482495384, 0.49352698154651786, 0.4817544244279841, 0.34140850371951936, 0.751183600160232, 0.3981141765798657]"
2056,Stay under supervision,3,0.0,0,0,3,0,0,0,0,0,0,0,47.3767,[0.4737672181921908]
2057,"cpdd 09, a young girl who likes to share, I am a bit pure in love, I like to chat with witches, my resident shota or wreath, I can exchange love, or it can be your exclusive tree hole, I get jealous easily but not too much, I hate not replying to messages, I get stuck 1v1! You were not very proactive at first, I hope you will be more lively! I want to be very sticky, possessive, non-cold and violent, and a little mean! Normally play Danzi and Guangyu",57,0.6447524578160946,2,2,53,5,0,0,0,0,3,0,94.3548,"[0.9851152796330503, 0.7774396883173161, 0.7185547980072041, 0.2568513988453974, 0.4737672181921908, 0.07006002679284529, 0.21903596059960018, 0.13698111281322434, 0.6082676767547291, 0.913138382972034, 0.663367996170236, 0.5716628062771196, 0.6903050414223921]"
2058,"Squatting and playing hard, having no friends, only being in a daze in the graveyard 05 female intp wardrobe Xiaogang returns to visit",15,-1.8811015935147375,0,0,14,1,0,0,0,0,1,0,49.6025,[0.4960252235738575]
2059,"07 Resident Bird intp comes online randomly, squats by chance, if possible, get a piece of music from the same high school student, a micro-card wardrobe, I will reply if I see it, but I just don’t see it",25,-0.3800150718520261,0,0,25,0,0,0,0,0,0,0,52.6443,"[0.6986866043379728, 0.6183991838819047, 0.8951806219733845, 0.35673931594413977, 0.08682203173025926]"
2060,hurt,3,0.0,0,0,3,0,0,0,0,0,0,0,50.0,[0.5]
2061,This cute group of fans is so scary that &quot;all six babies love it&quot;,11,3.2141510328937772,1,1,11,0,0,0,0,0,0,0,96.2943,[0.9629427455174969]
2062,Donkey Silk (Bully Version),3,-15.764106522704225,0,1,4,0,0,0,0,0,1,0,81.5687,[0.8156867526821304]
2063,Why did you delete it? I feel guilty.,5,0.0,0,0,6,0,0,1,0,0,0,0,4.9349,"[0.187413738344534, 0.19999999999999996]"
2064,what happens,3,0.0,0,0,3,0,0,0,0,0,0,0,57.9336,[0.5793357933579336]
2065,What&#39;s wrong? What&#39;s wrong,2,0.0,0,0,3,0,0,0,0,0,0,0,52.6233,"[0.5262327818078083, 0.5262327818078083]"
2066,what happened,4,0.0,0,0,4,0,0,0,0,0,0,0,58.4039,[0.5840391341372286]
2067,How could it be that the black meat is lifting us up? It’s also Dyg who wants to lift us up. Should we have a better relationship with them?,17,0.0,0,0,18,0,0,0,0,0,0,0,0.138,"[0.07260306011659268, 0.006091509634682635, 0.7804296968307711]"
2068,"The relationship between hero and dyg is obviously better than that of ag. Why should they give us trouble? It doesn&#39;t matter if Heizi is so dark, but his own family is involved... If I really want to thank you, I would like to thank Jio and LGD&#39;s brothers and rw",31,0.42029429053727474,1,0,32,2,0,0,0,0,0,0,39.0857,"[0.6343216347560322, 0.23894208451304932, 0.5924324365847166]"
2069,All the talk about raising eyebrows is just a joke from us fans. No one really believes that there is a team willing to lose on purpose.,22,-0.5373909180503632,0,0,22,1,1,0,0,0,0,0,52.2498,"[0.038034966290450445, 0.9684935880892813]"
2070,"Did jio say this? Oh my god, although he may just want LGD not to be beaten and lose their temper, but I still really thank Goose",23,2.3336943297130364,1,0,22,1,0,0,0,0,0,0,98.2343,"[0.2571010919096316, 0.49255155159791475, 0.7207031493817527, 0.9195087580960625, 0.8953100956522421]"
2071,"If it&#39;s lGD rw, OK, I don&#39;t have any problem with hero.. How is it possible that the dyg players are all in the hero lounge? This one is indeed powerful. Mirror Show Maomao has opened very well in several waves and the rhythm is great.",35,-1.3291596186730468,0,0,35,2,0,0,0,0,0,0,94.9169,[0.9491688518763002]
2072,"If you think too much, even if you can&#39;t make it to the main round, others must also hope to win, otherwise they will lose and lose. There is no one who promotes the other and the other is let down, everyone just depends on their ability!",26,-0.4702128491316192,0,0,27,2,0,0,0,1,1,0,0.0221,"[0.5441789912779675, 0.20256372304587, 0.13224860641315905, 0.01860631550434111, 0.2777777777777778]"
2073,"This version of upper, middle and jungle is really good.",8,0.0,0,0,8,0,0,0,0,0,0,0,57.838,[0.5783795770432716]
2074,"To be honest, if you want to lift it up, you have no hesitation in lifting it up.",8,5.502323423563169,1,0,8,1,0,0,0,0,0,0,0.4936,"[0.1303151554063834, 0.03546876615430017]"
2075,"Damn it, didn’t you see the entrance to the lounge where Xiao Yi has been staying for a long time~",15,-0.7013095070344114,0,0,16,0,0,0,0,0,0,0,1.0921,"[0.047017480154030844, 0.1990974780159177]"
2076,It was indeed Hubi who said this.,7,0.0,0,0,7,1,0,0,0,0,0,0,61.8095,[0.6180952872705174]
2077,"There is no such thing as who promotes whom, no matter which team they are playing for themselves, everyone is promoted based on their ability.",17,0.0,0,0,18,0,1,0,0,0,0,0,11.8892,"[0.07999999999999996, 0.846833065629984, 0.2572064625410855]"
2078,"Hero obviously wanted to promote DYG, but their coach chose a fake four-guarantee-one for them. It happened that our jungler woke up and they didn&#39;t succeed. Maybe hero just felt that AG was in poor condition, so he chose this lineup!",36,-0.8409217163217685,0,1,36,0,0,0,0,0,1,0,7.2614,"[0.018071175562336284, 0.8253482163797642]"
2079,"I really can only count on the shooting assistant to open up the situation. I just hope that in the main game, the midfielder can practice the hero well. It is not necessary. In fact, there is no need to use the AIC hero. I feel that it is better for the shooting assistant.",25,0.09106932716496702,1,0,23,4,0,0,0,0,0,0,99.9965,[0.9999650913886221]
2080,The phrase that fell and the lights dimmed,5,0.0,0,0,5,0,0,1,0,0,0,0,60.2713,[0.6027128774928289]
2081,Is Baodeng Fengyint still there?,5,0.0,0,0,5,0,0,0,0,0,0,0,51.5281,[0.5152811338071435]
2082,289,1,0.0,0,0,1,0,0,0,0,0,0,0,25.0,[0.2500000000000001]
2083,270,1,0.0,0,0,1,0,0,0,0,0,0,0,42.8571,[0.4285714285714284]
2084,260,1,0.0,0,0,1,0,0,0,0,0,0,0,62.5,[0.625]
2085,280,1,0.0,0,0,1,0,0,0,0,0,0,0,25.9259,[0.2592592592592594]
2086,278,1,0.0,0,0,1,0,0,0,0,0,0,0,16.6667,[0.16666666666666674]
2087,275,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
2088,272,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
2089,266,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
2090,259,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
2091,250,1,0.0,0,0,1,0,0,0,0,0,0,0,35.7143,[0.3571428571428572]
2092,"211, has been successfully traded",5,0.0,0,0,6,0,1,0,0,0,0,0,77.7719,"[0.33333333333333337, 0.7953453914924581]"
2093,@ genius rock pretending to be dead brother,3,0.0,0,0,4,1,0,0,0,0,0,0,94.7356,[0.9473564314608198]
2094,How dare a v7 do skin discrimination?,8,-2.3842734424489636,0,1,7,0,0,0,0,0,1,0,20.6167,[0.2061668341604148]
2095,Why are there so many people hanging on him?,5,0.0,0,0,5,0,0,0,0,0,0,0,34.5638,[0.3456379122631993]
2096,up up,1,0.0,0,0,1,0,0,0,0,0,0,0,52.6233,[0.5262327818078083]
2097,.....,0,0.0,0,0,1,0,0,0,0,0,0,0,36.1111,[0.36111111111111105]
2098,。。。。,0,0.0,0,0,1,0,0,0,0,0,0,0,38.0282,[]
2099,Still need to be more vigilant,4,0.0,0,0,4,0,0,0,0,0,0,0,70.0,[0.7000000000000001]
2100,"UP UP, get up here, hey~",5,0.0,0,0,6,0,0,0,0,0,0,0,4.7832,"[0.09093661119089869, 0.35806675688914524]"
2101,support! ! ! No rules no standards.,4,-11.259949941001432,1,0,5,1,0,0,0,0,0,0,38.9531,"[0.626712328767123, 0.6516043658219736, 0.5171062961866757]"
2102,"support! There are a large number of repetitive and meaningless posts, the purpose is just to quickly accumulate experience points and upgrade. Some of the content is boring and monotonous, and some are over-inflated, meaningless, and do not conform to the principles of rational thinking. At the same time, a large number of such posts will also affect the perception of other Chaohua members and passers-by who enter the Chaohua post, making it impossible to browse materials, or misleading others. Please also pay attention to the quality of your posts to give other fans’ impressions. Please understand.",57,-0.27438304245530676,1,1,57,5,1,0,0,0,5,0,63.723,"[0.626712328767123, 0.43376244615668613, 0.9794868605156817, 0.2330653103607817, 0.5673602434548203, 0.33092006611026903, 0.9827536743013948, 0.2964284128578034, 0.27197234211406174, 0.18055555555555558, 0.2563698977174228, 0.4034418697762149]"
2103,UP UP UP,1,0.0,0,0,1,0,0,0,0,0,0,0,2.9145,[0.029145049739386697]
2104,Want to know if recommending Junxiao Wen counts as a bonus?,7,0.0,0,0,7,1,0,0,0,0,0,0,98.4428,[0.9844284978015322]
2105,Can you give me an example? Otherwise I can just send a picture.,10,0.0,0,0,10,0,0,0,0,0,0,0,10.0248,[0.10024791352457207]
2106,What are water stickers and meaningless stickers?,6,0.0,0,0,6,0,0,0,0,0,0,0,46.7023,[0.4670226337375921]
2107,What is a meaningless post?,4,0.0,0,0,4,0,0,0,0,0,0,0,27.4533,[0.27453268503713535]
2108,"way, the more I watch, the more I hate him and annoy him",8,0.0,0,0,8,0,0,0,0,0,1,0,83.025,[0.8302495823219765]
2109,"Baby, tell me, I don’t know",6,-1.8746664701275502,0,0,6,0,0,0,0,0,0,0,52.9356,"[0.6807924787266023, 0.3693910911319984]"
2110,Hahahahahahaha you are a bit cute wife,6,4.660058880480746,1,0,5,1,0,0,0,0,0,0,99.4787,[0.9947865023845294]
2111,"Hahaha, my wife’s calculations by hand are so cute.",8,8.939832054849381,1,0,7,1,0,0,0,0,0,0,99.8592,[0.9985920770348673]
2112,Just make money by clicking guns,4,0.0,0,0,4,0,0,0,0,0,0,0,5.2807,[0.052807316488299394]
2113,Web links,2,0.0,0,0,2,0,0,0,0,0,0,0,28.0791,[0.28079128160114397]
2114,There are two to try,4,0.0,0,0,4,0,0,0,0,0,0,0,51.3996,[0.5139961400921024]
2115,"Chu Chu, hurry up and go offline and sue these people. I won’t urge you to brush aside these days, but you must also remember to tell everyone in the comment area that you are safe.",27,-0.5969116192376339,1,0,26,1,1,0,0,0,0,0,0.1583,"[0.7499999999999999, 0.2556440404762882, 0.24355523114588007, 0.04875656877138734, 0.12430972854194544]"
2116,Is there a bottom line? . .,5,-3.1085832444245614,0,0,5,0,0,0,0,0,0,0,81.8345,[0.8419511771322427]
2117,It&#39;s just that the official has hidden it and not deleted it. It seems that they can&#39;t reveal too much for fear of scalpers speculating on votes.,15,-2.248286984922862,0,2,13,0,0,0,0,0,0,0,4.1378,"[0.49984491525503705, 0.2725946701710322, 0.22833227572513615, 0.34801174201707064]"
2118,It says it’s waiting for an official announcement. I don’t think it can be fake.,10,-2.547948680135973,0,0,9,0,0,0,0,0,1,0,18.6525,[0.18652524447294738]
2119,4Thank you,2,0.0,0,0,2,0,0,0,0,0,0,0,48.1515,[0.48151471838194715]
2120,555,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
2121,111,1,0.0,0,0,1,0,0,0,0,0,0,0,25.0,[0.2500000000000001]
2122,22222,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
2123,4 5,2,0.0,0,0,2,0,0,0,0,0,0,0,34.7786,[0.3477864454823618]
2124,There are three,3,0.0,0,0,3,0,0,0,0,0,0,0,26.8849,[0.26884901647893944]
2125,sw8 45 pack defective,6,0.0,0,0,6,0,0,0,0,0,0,0,21.9747,[0.21974656481033938]
2126,sw14 50 pack,4,0.0,0,0,4,0,0,0,0,0,0,0,39.2526,[0.39252560122187274]
2127,wf 45,2,0.0,0,0,2,0,0,0,0,0,0,0,27.8417,[0.2784174005786142]
2128,Goggles 100 on the way,3,0.0,0,0,3,0,0,0,0,0,0,0,77.5773,[0.7757727322392263]
2129,sw22 left 60,4,0.0,0,0,4,0,0,0,0,0,0,0,1.4184,[0.01418419014492045]
2130,Here is a single card for 63.51r,7,0.0,0,0,8,0,0,0,0,0,0,0,45.7495,[0.4574954230667757]
2131,"Personally, &quot;Could it be 🎣?&quot;",5,-1.3101429960279876,0,0,7,0,0,0,0,0,0,0,39.7234,[0.39723400940031084]
2132,"I just posted a comment saying that I picked it, and then deleted it. I don’t know if it was announced yet.",14,-1.3785531932271824,0,0,13,0,0,0,0,0,0,0,16.6452,"[0.15929988839256914, 0.5, 0.5652555090018024]"
2133,They say they found it but there is no formula,6,-6.163242348202481,0,0,5,0,0,0,0,0,0,0,71.0393,[0.7103927770574262]
2134,Is Mi still there?,4,0.0,0,0,4,0,0,0,0,0,0,0,94.0523,[0.9405229458469935]
2135,Is it the same person who gave me a free small bar?,7,0.0,0,0,7,0,0,0,0,0,0,0,18.6426,[0.18642599729276266]
2136,"Cult // @梅花 drunk Luoyang 27325: More than a hundred people gathered together and threatened to &quot;slay Wu Chuyi&quot;. After being discovered by netizens today, one of the participants first said on Douban that &quot;the girls are having fun offline&quot; and &quot;it&#39;s not like that&quot; &quot;Really go to Amomum villosum&quot;, after netizens madly dissed this disgusting behavior, a certain fan quickly cut off the seats, reported and deleted the post. It turns out that you also know that this kind of behavior is shameless, and you don&#39;t dare to keep it for passers-by to see?",58,-0.2868981221726647,0,1,62,0,0,1,0,0,5,1,18.3848,"[0.9871161584563776, 0.26923398377903074, 0.37392335547738165, 0.9236022091606647, 0.06908579054709929, 0.42498867206675806, 0.40306518103660505, 0.1371982160149855, 0.23479348993199933]"
2137,"Yeah, taking a selfie",3,0.0,0,0,3,0,0,0,0,0,0,0,47.8261,[0.4782608695652175]
2138,kiss you,3,0.0,0,0,3,0,0,0,0,0,0,0,71.875,[0.7187500000000002]
2139,"Awesome, awesome, positive energy",3,-6.0863946663157344,1,1,2,0,0,0,0,2,0,0,53.6376,"[0.22118013601019315, 0.8190006897532237]"
2140,This kind of self-printing of official pictures is usually done privately for fear of being hit by the official iron fist. I feel that it is more reliable to rely on friends who eat rice to communicate in private to convey the news. It is probably for profit that it will be publicized outside (whisper),33,-0.20335088149846453,0,1,35,2,0,1,0,0,3,0,0.1449,"[0.005028992689856904, 0.627224493482963, 0.17387431410542642]"
2141,d. It takes a lot of time to hook up.,5,0.0,0,0,6,0,0,0,0,0,0,0,48.7519,"[0.4737672181921908, 0.5399449035812672]"
2142,"OK, I want a semi-cute Zaizai who talks a lot.",12,0.0,0,0,13,0,0,0,0,0,0,0,99.4473,"[0.5262327818078083, 0.985209834027647]"
2143,"Squatting cp 17 le p estp I&#39;m not cold, I can chat and read novels, watch anime and play Genshin Impact Beng Tieguangyu (Tandyou will also be online) I like to get along slowly and talk for a long time. If it&#39;s inappropriate, just tell me directly. I like to call the tall guy after we get to know each other. There is 1 Android Magic Season. I can’t fall in love in the early stage and my brain will be clingy in the later stage. I can give gifts and the class time will not flash back to the holiday party. I don’t play Genshin Impact 56 often but it can help you control your liver and appearance. I also usually listen to music and you can listen to it together.",66,-0.07598583177838031,2,1,65,3,0,0,0,0,0,0,100.0,"[0.9475983465162432, 0.9999988533837696, 0.9963334331238646]"
2144,Come and have a baby 08 female le h partial t Aries enfj talks a lot and has a strong desire to share,12,-0.8148963261459962,1,1,10,0,0,0,0,0,0,0,66.2012,[0.66201209817323]
2145,d Zaizai double supervision,4,0.0,0,0,4,0,0,0,0,0,0,0,99.6958,[0.9969578345369243]
2146,"I&#39;ll be a technical guardian, Carle. I&#39;m polite, modest and love to learn.",11,2.8860131482458002,2,0,10,1,0,0,0,0,0,0,58.0021,"[0.550289600536909, 0.5349040213376037, 0.7841202597744656]"
2147,I don’t think it’s because it was taken recently,8,-3.1703477685883543,0,0,7,0,0,0,0,0,0,0,37.1304,[0.37130368828495053]
2148,"Just wait, it’s only a few days anyway, I can’t guess yg",12,-2.6162379672576312,0,0,11,0,0,0,0,0,0,0,7.5811,"[0.5262327818078083, 0.0928179543521519, 0.4710465660376787]"
2149,"It&#39;s hard to be sure that we are in a state of not knowing now, but I hope there will be",15,-0.3191170735717281,0,0,14,2,0,0,0,0,0,0,79.4512,[0.794512232477351]
2150,I don’t know YG’s routine at all,7,-2.7415057429898892,0,0,6,0,0,0,0,0,0,0,25.3249,[0.2532492476791409]
2151,"Wait, anyone who says now is just guessing, we can only wait.",9,0.0,0,0,10,0,0,0,0,0,0,0,25.777,"[0.5262327818078083, 0.5137893241030612, 0.2674230145867097]"
2152,"I don’t know what’s going on, yg’s words are like p",9,-2.684254038799406,0,0,9,0,0,0,0,0,0,0,16.1592,"[0.25499065813046407, 0.3847977091217776]"
2153,"For health reasons, we have to wait until the child recovers, right? You wouldn’t want to see me dragging my sick body on stage, right?",22,-0.6487580517219611,0,0,23,0,1,0,0,0,0,0,96.4847,"[0.9119592418595834, 0.8169151563826781, 0.42285728823959035]"
2154,"Judging from the situation, there may not be a debut album. The trailer mentioned a digital single.",15,-0.834903251584382,0,0,15,0,0,0,0,0,0,0,69.7407,"[0.48570511645837566, 0.7305086629962647]"
2155,Not participating,2,-26.286557667317012,0,0,1,0,0,0,0,0,0,0,56.8672,[0.5686715696619001]
2156,"The chances are low, wait and see",4,0.0,0,0,5,0,0,0,0,0,0,0,25.7058,"[0.2124836997764159, 0.5875212430201505]"
2157,B server is a good person! Squat and take a bath,5,7.907745125499343,1,0,5,0,0,0,0,0,0,0,80.1823,"[0.806754444119654, 0.5184167453221347]"
2158,"🙋Baby, can I?",3,0.0,0,0,4,0,0,0,0,0,0,0,72.2374,[0.7223737661457397]
2159,I&#39;m here. I&#39;m here. I really need other mothers to help my little dragon take a bath.,11,0.5567190381466465,1,0,10,0,0,0,0,0,0,0,95.488,[0.9548797335264916]
2160,Butylin boron cream can be used as toothpaste and is sold in pharmacies.,10,0.0,0,0,11,0,0,0,0,0,0,0,17.3638,"[0.40314529261729115, 0.5, 0.27735286334409903]"
2161,Regular teeth cleaning will be much better,5,0.0,0,0,5,0,0,0,0,0,0,0,42.384,[0.423840037413194]
2162,"Dingbo toothpaste, especially when I use this to brush my teeth after cleaning, it won’t bleed.",13,-1.8347148334165186,0,0,12,0,0,0,0,0,0,0,21.7951,[0.21795109007378266]
2163,Dingbo cream was recommended when I went to see a dentist before.,8,0.0,0,0,9,1,0,0,0,0,0,0,47.2162,"[0.40314529261729115, 0.5953041629730836]"
2164,Sensodyne! ! ! really useful,5,0.0,0,0,6,1,0,0,0,0,0,0,71.6419,"[0.7055494073473962, 0.8333900543572382]"
2165,"Squatting down, the last time I went to the dental cleaning clinic, the doctor told me that my gum recession must be cured by subgingival scaling. Teeth scaling only treats the symptoms, not the root cause, but subgingival scaling costs thousands at a time, which is scary at first.",31,-0.03111718527362077,0,0,31,3,0,1,0,1,0,0,22.1898,"[0.6228821058652586, 0.027718790483306388, 0.8819630848719808]"
2166,"It doesn’t matter why you deleted the post. If necessary, it can be used as a reference",13,0.0,0,0,14,0,0,0,0,0,0,0,11.2351,"[0.05663934300955331, 0.7007392933235225]"
2167,Squatting is very necessary,3,0.0,0,0,3,0,0,0,0,0,0,0,76.9549,[0.7695486093959494]
2168,zetok green,3,0.0,0,0,3,0,0,0,0,0,0,0,78.7572,[0.7875715769240105]
2169,"Of course you are not the luckiest one, but you are not the unluckiest one either. A bad process does not mean a bad ending. Even if the sun does not rise, it will be at the end of the road. It is a road that only you are willing to walk.",27,-1.0665522086656205,0,0,25,0,2,1,0,0,3,0,98.9663,[0.9896633168785876]
2170,Have sweet dreams,3,0.0,0,0,3,0,0,0,0,0,0,0,80.8613,[0.8086134582835752]
2171,"Transfer orders include Gutanmuir, postage change and address change.",6,0.0,0,0,7,0,0,0,0,0,0,0,1.6933,[0.01693310937613146]
2172,I also want,3,0.0,0,0,3,0,0,0,0,0,0,0,52.6233,[0.5262327818078083]
2173,"OMG hubby, did you delete all the posts on Hapima Chaohua?",14,0.0,0,0,14,0,0,0,0,0,0,0,22.8677,[0.2286771852882108]
2174,This is the ultimate separation.,5,0.0,0,0,5,1,0,0,0,0,0,0,32.9581,[0.3295814236586925]
2175,omg,2,0.0,0,0,2,0,0,0,0,0,0,0,50.0,[0.5]
2176,very funny,2,0.0,0,0,2,0,1,0,0,0,0,0,43.1474,[0.43147385766673363]
2177,The original piece my wife just posted is my beloved bunny!,9,7.520625053163656,1,0,9,1,0,0,0,0,0,0,99.7452,[0.9974522163524098]
2178,What a melon👂,3,-9.159787452610578,0,0,3,0,0,0,0,0,0,0,12.3753,[0.12375273250748953]
2179,I also delete it often,5,0.0,0,0,5,0,0,0,0,0,0,0,47.3767,[0.4737672181921908]
2180,ha? I also deleted a lot,6,0.0,0,0,7,0,0,0,0,0,0,0,50.4721,"[0.5262327818078083, 0.5047206669867564]"
2181,"Fortunately, I only deleted one post",8,0.0,0,0,9,0,0,0,0,0,0,0,51.5496,"[0.6986352350530262, 0.337651900398948]"
2182,"So I always make the posts that I want to delete visible to myself, so that I don’t delete the posts and keep the number of posts.",18,-0.18688150783209814,0,0,18,0,0,0,0,0,0,0,7.0503,"[0.2819698417351797, 0.34527875471283087, 0.3112325033154194]"
2183,🆘I delete it every day. Every day I feel like I talk too much and I start deleting it.,11,0.0,0,0,13,0,0,0,0,0,0,0,56.4182,"[0.6421496345097212, 0.44484407926268]"
2184,No wonder,1,0.0,0,0,1,0,0,0,0,0,0,0,36.2069,[0.3620689655172413]
2185,It’s true or not. I don’t feel like I’m going crazy. I deleted it a few minutes after I posted it.,17,-3.8629838460010606,0,1,15,0,0,0,0,0,1,0,0.7073,"[0.08691908921596025, 0.0767357463297581]"
2186,I also delete it every day,4,0.0,0,0,4,0,0,0,0,0,0,0,66.5908,[0.6659077493708163]
2187,Points will be deducted if posts with brick 👍 comments are deleted.,9,0.0,0,0,10,0,0,0,0,0,0,0,0.339,[0.003389910303625787]
2188,I want to buy the Xianyu store in area 207 or 208. Is it trustworthy? [Bitter] I saw the 40% discount on Xianyu store but I can’t choose the location.,21,-0.4282156433706908,0,0,21,1,0,0,0,0,0,0,1.992,[0.0199203538372682]
2189,"of course! ! ! It should be easier to collect tickets now, and there will be a first-ever concert in Macau this time!",14,0.0,0,0,16,0,0,0,0,0,0,0,82.6663,"[0.5262327818078083, 0.6405971791613163, 0.9269764851060706]"
2190,There is a store below that sells group tickets for the big bar. The group ticket location is relatively better.,11,0.0,0,0,12,0,0,0,0,0,0,0,39.0198,"[0.2350873853926092, 0.6981181006465181]"
2191,"It&#39;s absolutely possible. Are there any tickets available on the official website? If you scroll down, there will be tickets available. Pay attention to the safety of your funds and use the platform.",23,-0.23796984864866297,0,0,23,0,1,0,0,0,0,0,34.14,"[0.5262327818078083, 0.0882601148890928, 0.3686422995183384, 0.9090909090909091, 0.5568901543072187]"
2192,"Sister, I have an 888 card in my hand. Do you want to take it?",13,0.0,0,0,13,0,0,0,0,0,0,0,2.4675,[0.02467480874104666]
2193,You can check out the group purchase for acne scars and get a discount on tickets for two people~,8,0.0,0,0,9,0,1,0,0,0,0,0,54.9391,[0.5493906785588581]
2194,"Okay, okay, you go to the official website to buy it, I think the infield tickets will be released, rush duck",14,0.0,0,0,15,0,0,0,0,0,0,0,5.5048,"[0.5262327818078083, 0.3346700091307281, 0.2500335114686294, 0.29999999999999993]"
2195,There are still tickets available on the official website,3,0.0,0,0,3,0,0,0,0,0,0,0,14.1045,[0.141045194797371]
2196,You can collect the ones whose location you already know.,8,0.0,0,0,8,0,0,0,0,0,0,0,43.7997,[0.4379974884155262]
2197,Thank you for your support and looking forward to your joining!,6,4.400992734367875,1,0,7,1,0,0,0,0,0,0,81.6759,"[0.6908913742550463, 0.6889632107023416]"
2198,"If you scroll down, there should be some cheap ones.",9,0.0,0,0,10,0,0,0,0,0,0,0,63.221,"[0.4608560242861839, 0.6907515706242368]"
2199,@安康中yard@正正光水#caseexpress#,6,2.5212710976455677,1,0,7,1,1,0,0,0,0,0,99.7126,[0.9971262023354936]
2200,Su Da made a great point about facing problems bravely and taking the initiative to accept supervision from the masses to find the root of the problem and solve it.,16,0.5601040933945722,1,0,17,2,0,0,0,0,0,0,99.9221,"[0.9911521445791647, 0.9783737305649736, 0.09427770858423601, 0.8603835399485109, 0.37531486146095705]"
2201,"Su Daqiang, Chairman of Su Daqiang, said that what he said was very practical and reasonable.",12,-1.397121432242509,0,1,13,0,0,0,0,0,0,0,99.956,"[0.998938834103452, 0.7280945123366295]"
2202,"What Su Da said is very reasonable. To solve problems, you must dare to face them head-on.",11,0.5328345926888823,1,0,12,0,0,0,0,0,0,0,99.4719,"[0.9791099563170073, 0.8169825368520042]"
2203,"To solve problems, you must first dare to face them head-on",6,3.334474385416985,1,0,6,0,0,0,0,0,0,0,81.6983,"[0.37531486146095705, 0.891923990995828]"
2204,"Face problems proactively, have the courage to accept supervision from the masses, and have clear solutions to problems.",10,0.5265010485365517,1,0,11,2,0,0,0,0,0,0,73.2729,"[0.8933333333333334, 0.26045798967372924, 0.5341731609682282]"
2205,Chairman Su Daqiang and Chairman He’s views are very practical. The key is to have the courage to take on problems.,14,1.6412941278872069,1,1,14,1,0,0,0,0,0,0,99.4516,"[0.9782876721011579, 0.8171929475405958]"
2206,Chairman Su Daqiang and He are brave enough to face problems and good at solving them.,10,-2.408472987566465,0,1,11,2,0,0,0,0,0,0,99.587,"[0.9974103410081436, 0.41018622743116306]"
2207,Really very very good,4,0.0,0,0,4,0,0,0,0,0,0,0,65.9726,[0.659726197600683]
2208,ID：YLNCMLO1,5,0.0,0,0,6,0,0,0,0,0,0,0,50.0,[0.5]
2209,"If the Internet makes you unhappy, settle down first and find happiness in this life. After all, it’s just online wb and nothing will happen. Don’t be dominated by the Internet.",28,-1.9232590287938651,0,0,26,0,2,0,0,0,0,0,98.1678,"[0.4004632271443147, 0.8675878950640163, 0.5540321149177873, 0.931055858172417]"
2210,"I think what Usaqiu said is quite right. If they don’t treat you as a friend, you shouldn’t care too much.",18,-1.3043972304776563,0,0,18,1,0,0,0,0,0,0,19.0155,"[0.3563256905095278, 0.43585472014548243, 0.40381393916623787]"
2211,So why did I kick you out of the group? I don’t know you and it wasn’t the screenshot you gave me.,14,-1.5943513889956338,0,0,12,0,0,0,0,0,1,0,11.255,[0.11255042849057495]
